x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
A3582,A1,A0,66.0,A1,A2,A1,A1,A1,A3,45.55,A0
A3583,A0,A1,18.0,A0,A1,A1,A2,A1,A2,60.6,A0
A3584,A0,A0,32.0,A0,A1,A2,A1,A2,A1,98.85,A0
A3585,A0,A1,2.0,A0,A0,A1,A2,A1,A1,45.35,A1
A3586,A0,A1,9.0,A0,A0,A2,A2,A1,A1,75.6,A0
A3587,A0,A0,37.0,A1,A2,A1,A2,A1,A1,45.4,A0
A3588,A0,A1,17.0,A0,A0,A0,A0,A0,A0,21.1,A0
A3589,A0,A0,36.0,A0,A0,A2,A2,A2,A1,80.4,A0
A3590,A1,A0,30.0,A0,A1,A2,A1,A1,A1,90.05,A0
A3591,A0,A0,1.0,A1,A2,A1,A1,A1,A1,30.2,
A3592,A1,A0,71.0,A0,A0,A2,A1,A2,A0,89.45,A0
A3593,A0,A0,3.0,A0,A1,A2,A2,A1,A1,75.85,A1
A3594,A0,A0,4.0,A0,A1,A2,A1,A2,A1,100.2,A1
A3595,A0,A0,60.0,A0,A0,A0,A0,A0,A2,20.55,A0
A3596,A0,A1,50.0,A0,A1,A2,A2,A2,A1,95.7,A0
A3597,A1,A1,5.0,A0,A0,A2,A2,A2,A1,89.5,A1
A3598,A0,A0,67.0,A0,A1,A0,A0,A0,A2,26.3,A0
A3599,A0,A0,58.0,A0,A1,A2,A1,A2,A0,105.2,A0
A3600,A0,A0,72.0,A0,A1,A1,A1,A1,A3,82.3,A0
A3601,A0,A0,,A0,A0,A2,A1,A1,A1,89.75,A1
A3602,A1,A0,72.0,A0,A1,A2,A1,A2,A0,105.0,A0
A3603,A0,A1,1.0,A0,A0,A2,A2,A1,A1,74.9,A1
A3604,A0,A0,58.0,A0,A1,A1,A2,A1,A3,61.05,A0
A3605,A0,A0,50.0,A0,A1,A2,A1,A2,A3,103.85,A1
A3606,A0,A0,53.0,A0,A0,A2,A1,A2,A1,110.5,A0
A3607,A1,A1,7.0,A0,A0,A2,A2,A2,A1,89.15,A0
A3608,A0,A0,69.0,A0,A1,A0,A0,A0,A0,24.95,A0
A3609,A0,A0,67.0,A0,A1,A2,A1,A2,A1,105.4,A0
A3610,A0,A1,64.0,A0,A1,A2,A1,A2,A0,105.65,A1
A3611,A0,A0,5.0,A0,A0,A1,A2,A1,A2,44.8,A0
A3612,A0,A1,,A0,A0,A1,A1,A1,A2,53.9,
A3613,A0,A1,3.0,A0,A0,A2,A2,A1,A0,80.1,A1
A3614,A0,A1,1.0,A0,A0,A0,A0,A0,A2,19.1,A1
A3615,A0,A0,38.0,A0,A0,A1,A1,A2,A0,80.3,A1
A3616,A0,A0,24.0,A0,A0,A0,A0,A0,A2,20.25,A0
A3617,A0,A0,25.0,A0,A0,A0,A0,A0,A3,20.2,A0
A3618,A0,A1,50.0,A0,A1,A2,A1,A2,A1,109.65,A1
A3619,A0,A1,6.0,A0,A0,A2,A2,A1,A0,70.55,A0
A3620,A0,A0,28.0,A0,A1,A2,A2,A2,A1,90.45,A0
A3621,A0,A1,2.0,A0,A0,A0,A0,A0,A2,20.1,A0
A3622,A0,A1,1.0,A0,A1,A2,A2,A1,A1,75.1,
A3623,A0,A1,3.0,A0,A1,A1,A2,A1,A1,60.25,
A3624,A0,A1,9.0,A1,A2,A1,A2,A2,A2,58.5,A1
A3625,A0,A1,5.0,A0,A1,A2,A1,A2,A2,104.1,A1
A3626,A0,A0,,A0,A1,A0,A0,A0,A3,26.0,A0
A3627,A1,A0,36.0,A0,A1,A2,A1,A1,A0,91.95,A0
A3628,A1,A0,66.0,A0,A1,A2,A2,A2,A0,99.5,A1
A3629,A0,A1,4.0,A0,A0,A1,A2,A1,A1,61.3,A0
A3630,A1,A1,11.0,A0,A0,A2,A1,A2,A1,95.0,A1
A3631,A0,A1,1.0,A0,A0,A2,A1,A1,A2,83.4,
A3632,A0,A0,50.0,A0,A0,A0,A0,A0,A3,19.85,A0
A3633,A0,A0,,A0,A1,A1,A2,A2,A3,81.0,A0
A3634,A0,A1,19.0,A1,A2,A1,A2,A1,A0,25.35,A0
A3635,A0,A0,18.0,A1,A2,A1,A2,A1,A0,25.55,A0
A3636,A0,A1,27.0,A0,A0,A1,A1,A1,A2,56.7,A0
A3637,A1,A1,70.0,A1,A2,A1,A1,A1,A0,44.05,A0
A3638,A0,A0,57.0,A0,A1,A2,A1,A2,A0,104.5,A1
A3639,A0,A1,24.0,A0,A1,A2,A2,A1,A2,89.85,A1
A3640,A0,A1,1.0,A0,A0,A2,A2,A1,A1,69.6,A1
A3641,A0,A1,18.0,A0,A0,A0,A0,A0,A2,19.55,A0
A3642,A0,A0,18.0,A0,A0,A1,A1,A1,A2,61.5,A0
A3643,A0,A1,1.0,A0,A0,A0,A0,A0,A0,20.3,
A3644,A0,A0,17.0,A0,A1,A2,A2,A2,A1,92.55,A1
A3645,A0,A0,4.0,A0,A0,A2,A2,A1,A1,80.35,A1
A3646,A0,A0,31.0,A0,A1,A1,A2,A2,A3,59.7,A0
A3647,A0,A0,,A0,A0,A2,A1,A2,A3,111.95,A0
A3648,A0,A1,1.0,A0,A0,A2,A1,A1,A1,74.35,A1
A3649,A0,A1,1.0,A0,A0,A0,A0,A0,A0,19.4,A0
A3650,A0,A1,60.0,A0,A0,A1,A2,A2,A2,79.0,A0
A3651,A0,A1,5.0,A0,A0,A0,A0,A0,A2,19.95,A0
A3652,A0,A1,25.0,A0,A0,A1,A1,A2,A2,79.0,
A3653,A0,A0,70.0,A0,A0,A1,A1,A2,A0,74.1,
A3654,A0,A0,27.0,A0,A0,A0,A0,A0,A3,19.55,
A3655,A0,A0,68.0,A0,A1,A2,A1,A1,A3,85.5,
,A1,A1,12.0,A0,A1,A2,A1,A1,A1,91.3,
A3657,A0,A0,4.0,A1,A2,A1,A1,A2,A1,48.55,A1
A3658,A1,A0,71.0,A0,A0,A0,A0,A0,A0,19.8,A0
A3659,A0,A1,,A0,A1,A2,A2,A1,A3,75.6,A1
A3660,A0,A0,18.0,A0,A1,A0,A0,A0,A0,24.65,A0
A3661,A0,A1,17.0,A0,A0,A0,A0,A0,A2,19.95,A0
A3662,A0,A1,2.0,A0,A0,A2,A2,A2,A1,80.55,A1
A3663,A1,A0,,A0,A1,A2,A2,A2,A0,85.25,
A3664,A1,A1,13.0,A0,A1,A2,A2,A2,A1,100.8,A1
A3665,A0,A1,51.0,A0,A1,A0,A0,A0,A2,24.75,A0
A3666,A0,A0,29.0,A0,A1,A1,A2,A1,A3,69.05,A0
A3667,A0,A1,32.0,A0,A0,A0,A0,A0,A0,20.35,A0
A3668,A0,A1,1.0,A0,A0,A1,A2,A1,A2,46.3,A1
A3669,A0,A1,8.0,A1,A2,A1,A2,A2,A1,38.5,A0
A3670,A1,A0,57.0,A0,A1,A2,A1,A2,A0,94.0,A0
A3671,A0,A1,54.0,A0,A1,A2,A1,A2,A3,97.2,A0
A3672,A0,A1,1.0,A0,A0,A1,A2,A1,A1,45.75,A1
A3673,A0,A1,14.0,A0,A0,A1,A1,A2,A3,76.1,A0
A3674,A0,A0,1.0,A0,A0,A0,A0,A0,A1,19.25,A0
A3675,A0,A0,8.0,A0,A0,A0,A0,A0,A2,19.05,A0
A3676,A0,A0,69.0,A0,A1,A2,A1,A1,A2,92.45,A0
A3677,A0,A0,29.0,A1,A2,A1,A1,A2,A0,55.35,A0
A3678,A0,A1,59.0,A0,A1,A1,A1,A2,A0,79.85,A0
A3679,A0,A1,3.0,A0,A0,A2,A1,A2,A1,95.1,A1
A3680,A0,A0,35.0,A0,A0,A1,A1,A1,A1,56.85,A0
A3681,A0,A0,65.0,A0,A1,A2,A2,A2,A3,108.65,A1
A3682,A0,A1,13.0,A0,A0,A2,A1,A1,A1,79.8,A1
A3683,A0,A1,53.0,A0,A1,A0,A0,A0,A3,24.05,A0
,A1,A0,71.0,A0,A0,A1,A1,A1,A3,71.0,
A3685,A0,A0,61.0,A0,A1,A2,A1,A2,A1,105.55,
A3686,A0,A0,16.0,A0,A1,A2,A2,A1,A3,90.8,A0
A3687,A0,A0,63.0,A0,A0,A1,A1,A1,A0,70.8,A0
A3688,A0,A1,31.0,A1,A2,A1,A2,A2,A1,50.05,A0
A3689,A0,A1,43.0,A0,A1,A2,A2,A1,A0,75.35,A0
A3690,A0,A1,1.0,A0,A0,A1,A2,A1,A2,44.45,
A3691,A0,A1,7.0,A0,A0,A2,A2,A1,A3,69.15,
A3692,A0,A0,72.0,A0,A1,A1,A1,A2,A0,89.75,A0
A3693,A0,A1,3.0,A0,A1,A1,A2,A1,A1,64.6,A0
A3694,A0,A1,11.0,A0,A0,A2,A1,A1,A1,74.55,A1
A3695,A1,A0,70.0,A0,A1,A2,A1,A2,A1,113.65,A0
A3696,A0,A1,40.0,A1,A2,A1,A1,A1,A0,36.0,A0
A3697,A0,A1,26.0,A0,A1,A1,A2,A1,A0,51.55,A0
A3698,A1,A0,37.0,A0,A0,A2,A2,A1,A3,72.25,A0
A3699,A0,A0,69.0,A0,A0,A2,A1,A2,A0,95.65,
A3700,A0,A1,66.0,A0,A0,A0,A0,A0,A3,19.35,A0
A3701,A0,A1,30.0,A0,A0,A2,A1,A1,A0,84.3,A0
A3702,A1,A0,3.0,A0,A1,A2,A1,A2,A1,105.9,A1
A3703,A0,A0,29.0,A0,A1,A1,A1,A2,A0,80.1,
A3704,A0,A0,11.0,A0,A0,A1,A2,A1,A3,51.0,A0
A3705,A0,A0,52.0,A0,A1,A0,A0,A0,A2,25.75,A0
A3706,A1,A1,2.0,A0,A0,A2,A2,A1,A1,70.65,A1
A3707,A0,A1,7.0,A0,A0,A0,A0,A0,A2,20.35,
A3708,A0,A0,69.0,A0,A1,A2,A1,A1,A3,85.4,A0
A3709,A0,A0,70.0,A0,A1,A0,A0,A0,A2,25.35,
A3710,A0,A1,3.0,A0,A0,A1,A2,A2,A2,60.65,A0
A3711,A0,A0,20.0,A1,A2,A1,A2,A1,A0,39.4,A0
A3712,A1,A0,20.0,A0,A1,A2,A2,A1,A1,90.8,A1
A3713,A0,A0,60.0,A0,A1,A2,A1,A2,A3,103.75,A0
A3714,A0,A1,44.0,A0,A0,A0,A0,A0,A0,19.5,
A3715,A0,A1,17.0,A0,A1,A2,A2,A1,A1,86.75,A0
,A0,A1,1.0,A0,A0,A2,A2,A1,A2,70.15,A1
A3717,A0,A0,17.0,A0,A1,A2,A2,A1,A1,88.25,A1
A3718,A0,A1,3.0,A1,A2,A1,A1,A1,A2,29.2,A0
,A0,A1,57.0,A0,A1,A2,A1,A1,A3,87.55,A0
A3720,A0,A1,3.0,A0,A0,A2,A2,A1,A2,70.3,A0
A3721,A0,A1,3.0,A0,A1,A2,A2,A1,A1,74.5,A0
A3722,A0,A1,15.0,A0,A1,A2,A1,A2,A1,100.15,A0
A3723,A1,A1,2.0,A0,A0,A2,A2,A2,A3,79.75,A1
A3724,A0,A0,1.0,A0,A0,A0,A0,A0,A0,19.85,A0
A3725,A1,A0,69.0,A0,A0,A2,A1,A2,A0,87.3,A0
A3726,A0,A0,66.0,A0,A1,A2,A2,A1,A3,74.25,A0
A3727,A0,A1,13.0,A1,A2,A1,A2,A1,A0,45.55,A1
A3728,A0,A1,,A0,A1,A1,A1,A1,A3,68.75,A0
A3729,A0,A1,,A0,A0,A1,A2,A2,A3,62.8,A0
A3730,A0,A1,,A0,A1,A1,A2,A2,A3,74.65,A0
A3731,A0,A0,44.0,A1,A2,A1,A1,A2,A0,54.05,A0
A3732,A0,A0,71.0,A0,A1,A1,A1,A2,A0,89.3,A0
A3733,A1,A1,1.0,A1,A2,A1,A2,A1,A1,25.2,A1
A3734,A1,A1,1.0,A0,A1,A2,A2,A1,A1,73.65,A1
A3735,A0,A1,18.0,A0,A0,A1,A2,A1,A0,55.2,A0
A3736,A0,A1,23.0,A0,A0,A2,A1,A2,A2,95.3,A0
A3737,A0,A1,70.0,A0,A1,A2,A1,A2,A3,113.65,
A3738,A0,A0,53.0,A0,A0,A0,A0,A0,A3,19.85,A0
A3739,A0,A1,19.0,A0,A0,A2,A2,A1,A3,78.7,A0
A3740,A0,A0,72.0,A0,A1,A2,A1,A2,A0,104.9,A0
A3741,A0,A1,2.0,A0,A0,A0,A0,A0,A2,19.3,
A3742,A0,A1,1.0,A0,A0,A0,A0,A0,A2,19.55,A0
A3743,A0,A0,35.0,A0,A0,A0,A0,A0,A1,19.9,A0
A3744,A0,A1,14.0,A0,A0,A1,A1,A1,A0,51.45,
A3745,A1,A1,8.0,A0,A1,A2,A2,A2,A1,101.35,A1
A3746,A1,A1,66.0,A0,A1,A2,A1,A2,A3,108.1,A0
A3747,A1,A0,71.0,A0,A1,A2,A1,A1,A0,96.35,A0
A3748,A1,A1,50.0,A0,A1,A1,A1,A1,A3,70.35,
A3749,A0,A1,35.0,A0,A0,A2,A2,A1,A1,85.15,A1
A3750,A0,A1,41.0,A0,A1,A1,A2,A1,A3,55.7,A0
A3751,A0,A1,4.0,A0,A0,A1,A1,A1,A2,49.25,A0
A3752,A0,A0,62.0,A0,A1,A2,A2,A1,A0,89.1,A0
A3753,A0,A1,22.0,A0,A1,A1,A1,A1,A2,65.05,A0
A3754,A0,A1,,A1,A2,A1,A1,A1,A0,39.5,A0
A3755,A1,A0,42.0,A0,A1,A2,A1,A1,A1,95.55,A0
A3756,A0,A1,5.0,A1,A2,A1,A1,A2,A2,51.0,A1
A3757,A0,A1,3.0,A0,A0,A1,A1,A1,A2,49.9,A1
A3758,A1,A1,17.0,A0,A0,A2,A1,A2,A1,101.8,A0
A3759,A1,A0,72.0,A0,A1,A0,A0,A0,A3,24.3,A0
A3760,A1,A1,,A0,A0,A2,A1,A1,A1,80.7,A0
A3761,A0,A0,25.0,A0,A0,A2,A1,A1,A1,75.5,A0
A3762,A0,A0,1.0,A0,A0,A1,A2,A1,A2,48.75,
A3763,A1,A0,32.0,A0,A1,A2,A1,A2,A3,106.35,A1
A3764,A0,A1,24.0,A0,A1,A2,A2,A2,A1,94.1,A0
A3765,A0,A0,70.0,A0,A1,A2,A1,A2,A1,110.5,A0
A3766,A0,A1,55.0,A0,A1,A1,A2,A2,A3,77.8,A0
A3767,A1,A1,1.0,A0,A0,A2,A2,A1,A1,69.65,A1
A3768,A0,A0,1.0,A0,A0,A2,A1,A1,A1,74.7,A1
A3769,A0,A1,25.0,A0,A1,A2,A1,A2,A1,108.9,
A3770,A0,A0,43.0,A0,A0,A2,A1,A1,A0,86.1,A0
A3771,A0,A1,9.0,A0,A0,A0,A0,A0,A1,19.9,
A3772,A0,A1,33.0,A0,A1,A1,A1,A1,A3,54.65,A0
A3773,A0,A1,1.0,A0,A0,A1,A2,A1,A2,50.6,A1
A3774,A0,A0,14.0,A0,A0,A1,A2,A1,A0,50.2,A0
A3775,A0,A0,32.0,A0,A1,A2,A2,A1,A1,78.9,A1
A3776,A0,A1,34.0,A0,A1,A2,A2,A1,A1,85.35,A0
A3777,A0,A1,4.0,A0,A0,A2,A2,A1,A3,74.8,A1
A3778,A0,A0,31.0,A0,A1,A1,A1,A2,A3,80.55,A0
A3779,A0,A0,68.0,A0,A1,A0,A0,A0,A3,24.0,A0
A3780,A0,A1,3.0,A0,A0,A2,A2,A2,A2,86.05,A0
A3781,A0,A0,70.0,A0,A1,A0,A0,A0,A3,24.7,A0
A3782,A0,A0,12.0,A0,A0,A0,A0,A0,A3,19.4,
A3783,A0,A1,71.0,A0,A1,A2,A1,A2,A2,111.3,A0
A3784,A0,A0,72.0,A0,A1,A2,A1,A2,A3,106.3,A0
A3785,A0,A1,6.0,A1,A2,A1,A1,A2,A0,50.95,A0
A3786,A0,A1,49.0,A0,A1,A1,A2,A1,A3,66.15,A0
A3787,A0,A0,4.0,A0,A0,A2,A2,A1,A1,73.75,A1
A3788,A0,A1,6.0,A0,A0,A0,A0,A0,A2,18.95,A0
A3789,A0,A1,1.0,A0,A0,A1,A2,A1,A1,44.0,A0
A3790,A0,A1,,A0,A1,A2,A2,A1,A1,74.95,A0
A3791,A0,A0,72.0,A0,A0,A1,A2,A2,A3,80.45,A0
A3792,A0,A1,1.0,A0,A0,A2,A2,A1,A2,75.3,A1
A3793,A0,A1,40.0,A0,A1,A2,A1,A1,A3,93.4,A0
A3794,A0,A1,1.0,A0,A0,A0,A0,A0,A3,20.05,A1
A3795,A0,A0,,A0,A0,A1,A2,A2,A1,64.75,A0
A3796,A0,A1,1.0,A0,A0,A0,A0,A0,A2,20.45,
A3797,A0,A1,2.0,A0,A0,A1,A2,A1,A2,45.85,A1
A3798,A0,A1,20.0,A0,A1,A2,A2,A1,A3,89.1,A0
A3799,A1,A1,,A1,A2,A1,A2,A1,A2,25.8,A1
A3800,A0,A0,11.0,A0,A0,A0,A0,A0,A2,20.55,A0
A3801,A0,A1,54.0,A0,A1,A1,A1,A1,A0,55.0,A1
A3802,A0,A1,10.0,A0,A1,A2,A1,A1,A3,80.7,A1
A3803,A0,A0,71.0,A0,A1,A1,A2,A2,A3,80.45,A0
,A0,A1,68.0,A0,A1,A2,A1,A2,A3,102.1,A0
A3805,A0,A0,3.0,A0,A0,A1,A2,A1,A2,46.1,A0
A3806,A0,A0,55.0,A0,A1,A2,A2,A1,A0,90.4,A0
A3807,A0,A1,4.0,A0,A1,A2,A2,A1,A1,85.65,A1
A3808,A0,A0,23.0,A0,A1,A0,A0,A0,A2,23.85,
A3809,A1,A0,70.0,A0,A1,A1,A1,A2,A0,90.05,A0
A3810,A0,A1,1.0,A0,A0,A1,A2,A1,A1,44.0,A0
A3811,A0,A1,51.0,A0,A0,A1,A2,A1,A0,47.85,A0
A3812,A0,A1,38.0,A0,A1,A2,A1,A2,A0,95.1,A0
A3813,A0,A0,72.0,A0,A1,A2,A1,A1,A3,94.25,A0
A3814,A0,A1,1.0,A0,A0,A1,A2,A1,A1,44.4,
A3815,A0,A0,26.0,A0,A0,A2,A1,A1,A1,81.95,A0
A3816,A0,A0,,A0,A0,A2,A2,A2,A3,99.0,A0
A3817,A0,A0,25.0,A0,A0,A2,A2,A2,A1,95.15,A0
A3818,A0,A0,14.0,A0,A0,A0,A0,A0,A2,19.7,
A3819,A0,A0,64.0,A0,A1,A2,A1,A2,A1,113.35,A0
A3820,A0,A0,6.0,A0,A0,A1,A2,A1,A1,54.85,A0
A3821,A0,A1,11.0,A1,A2,A1,A1,A1,A0,40.4,A0
A3822,A0,A0,8.0,A0,A0,A1,A1,A1,A3,49.55,A0
A3823,A0,A0,17.0,A0,A0,A1,A1,A2,A2,74.55,
A3824,A0,A1,,A0,A0,A0,A0,A0,A2,20.9,A1
A3825,A0,A0,52.0,A1,A2,A1,A2,A2,A1,39.9,
A3826,A0,A1,46.0,A0,A0,A1,A2,A1,A3,44.95,
A3827,A0,A1,8.0,A0,A1,A2,A2,A1,A1,73.5,A0
A3828,A0,A1,1.0,A0,A0,A2,A2,A1,A1,69.65,A1
A3829,A0,A1,22.0,A0,A0,A0,A0,A0,A2,20.3,A0
A3830,A0,A0,1.0,A0,A0,A2,A2,A1,A1,68.95,A1
A3831,A0,A0,7.0,A1,A2,A1,A2,A1,A1,34.5,A1
A3832,A0,A0,62.0,A0,A0,A1,A2,A2,A2,81.0,
A3833,A0,A0,,A0,A1,A1,A1,A2,A0,76.15,A0
A3834,A0,A0,54.0,A0,A1,A2,A1,A2,A3,106.55,A1
A3835,A1,A1,56.0,A0,A1,A2,A1,A2,A1,96.85,A0
A3836,A0,A1,1.0,A0,A0,A2,A2,A2,A1,95.6,A1
A3837,A1,A1,31.0,A0,A1,A2,A2,A1,A1,73.9,A1
A3838,A1,A1,1.0,A0,A1,A2,A2,A1,A1,85.7,A1
A3839,A0,A1,1.0,A0,A0,A1,A1,A1,A2,50.65,A1
A3840,A0,A1,39.0,A0,A0,A0,A0,A0,A2,20.15,A0
A3841,A0,A1,11.0,A0,A0,A0,A0,A0,A2,20.35,A0
A3842,A0,A0,23.0,A0,A1,A1,A1,A1,A0,69.5,A0
A3843,A0,A0,5.0,A0,A0,A2,A2,A1,A1,68.95,A0
A3844,A0,A1,15.0,A0,A0,A1,A2,A2,A2,64.85,A0
A3845,A0,A1,15.0,A0,A0,A2,A2,A2,A0,94.0,A0
A3846,A0,A1,1.0,A0,A0,A2,A2,A2,A1,89.1,
A3847,A0,A1,35.0,A0,A1,A1,A2,A1,A1,59.6,A0
A3848,A0,A0,51.0,A0,A0,A1,A1,A2,A0,85.5,A0
A3849,A0,A0,62.0,A0,A1,A0,A0,A0,A3,24.25,A0
A3850,A0,A0,62.0,A0,A0,A1,A2,A2,A0,71.4,A0
A3851,A0,A1,8.0,A0,A1,A2,A2,A2,A3,95.65,A1
A3852,A0,A0,61.0,A0,A1,A0,A0,A0,A2,24.2,A0
A3853,A0,A1,3.0,A0,A0,A2,A2,A1,A2,74.75,A0
A3854,A0,A0,19.0,A0,A0,A1,A2,A1,A2,44.9,A0
A3855,A0,A0,9.0,A0,A0,A2,A2,A1,A1,75.85,A0
A3856,A0,A0,36.0,A0,A0,A0,A0,A0,A0,19.45,A0
A3857,A0,A1,,A0,A0,A0,A0,A0,A2,19.55,A0
A3858,A0,A0,68.0,A1,A2,A1,A1,A2,A2,56.4,A0
A3859,A0,A0,,A0,A1,A1,A2,A2,A0,78.6,A0
A3860,A0,A1,11.0,A1,A2,A1,A1,A1,A1,35.65,A0
A3861,A0,A1,2.0,A0,A0,A0,A0,A0,A2,20.05,A0
A3862,A0,A0,17.0,A0,A1,A1,A1,A1,A2,66.7,
A3863,A0,A1,1.0,A0,A0,A2,A2,A1,A1,70.3,A1
A3864,A0,A0,72.0,A0,A1,A1,A1,A2,A0,90.95,A0
A3865,A0,A0,47.0,A0,A1,A2,A2,A2,A1,100.5,A0
A3866,A0,A1,2.0,A0,A0,A0,A0,A0,A2,19.75,A0
A3867,A0,A1,1.0,A0,A0,A2,A2,A2,A1,79.6,A1
A3868,A0,A0,13.0,A0,A0,A1,A1,A1,A3,61.8,A0
A3869,A0,A0,4.0,A0,A1,A1,A1,A1,A2,58.5,A0
A3870,A0,A1,67.0,A0,A1,A2,A1,A2,A1,104.0,A0
A3871,A0,A0,72.0,A1,A2,A1,A1,A2,A3,65.5,A0
A3872,A0,A0,70.0,A0,A1,A2,A2,A2,A1,97.65,A0
A3873,A1,A1,18.0,A0,A1,A2,A2,A1,A3,93.9,
A3874,A0,A0,,A0,A0,A2,A1,A2,A0,105.75,A0
A3875,A0,A1,23.0,A0,A0,A0,A0,A0,A2,19.8,A0
A3876,A0,A1,41.0,A0,A0,A0,A0,A0,A2,19.85,A0
A3877,A0,A1,62.0,A0,A1,A1,A1,A2,A3,84.5,A0
A3878,A0,A1,48.0,A1,A2,A1,A1,A2,A0,45.55,
A3879,A0,A0,48.0,A0,A1,A0,A0,A0,A2,23.55,A0
A3880,A1,A0,26.0,A0,A0,A2,A2,A1,A0,85.7,
A3881,A0,A0,48.0,A0,A0,A0,A0,A0,A2,19.55,A0
A3882,A0,A0,1.0,A0,A0,A0,A0,A0,A0,20.15,A1
A3883,A1,A0,28.0,A0,A1,A2,A1,A2,A1,110.85,A0
A3884,A0,A0,48.0,A0,A1,A2,A1,A1,A3,96.9,A0
A3885,A0,A0,60.0,A1,A2,A1,A1,A2,A1,50.05,A0
A3886,A1,A0,1.0,A0,A0,A0,A0,A0,A2,20.85,A1
A3887,A0,A1,1.0,A0,A0,A2,A2,A1,A2,71.1,A1
A3888,A0,A1,24.0,A0,A0,A2,A2,A2,A1,94.6,A0
A3889,A0,A0,37.0,A0,A0,A2,A2,A2,A0,91.2,A0
A3890,A0,A1,54.0,A0,A0,A2,A1,A2,A0,100.05,A0
A3891,A0,A1,36.0,A0,A1,A1,A2,A1,A1,55.8,A0
A3892,A0,A1,9.0,A0,A1,A2,A2,A1,A1,85.35,A1
A3893,A0,A1,50.0,A0,A1,A2,A1,A2,A0,114.35,A0
A3894,A0,A0,72.0,A0,A1,A1,A1,A1,A3,64.75,A0
A3895,A0,A1,10.0,A0,A1,A2,A1,A1,A1,79.85,A0
A3896,A0,A1,,A0,A0,A0,A0,A0,A3,20.5,
A3897,A1,A0,72.0,A0,A1,A2,A1,A1,A3,93.05,A0
A3898,A0,A1,14.0,A0,A1,A2,A2,A1,A1,89.95,A1
A3899,A0,A1,3.0,A0,A0,A0,A0,A0,A2,19.8,A1
A3900,A0,A1,4.0,A0,A0,A2,A2,A1,A3,70.9,
A3901,A0,A1,3.0,A0,A0,A2,A2,A1,A2,69.6,A0
A3902,A1,A1,11.0,A0,A1,A2,A1,A2,A1,111.4,A0
A3903,A0,A1,47.0,A0,A1,A2,A1,A1,A2,100.75,
A3904,A1,A0,72.0,A0,A1,A2,A1,A2,A3,104.15,
A3905,A0,A1,13.0,A0,A1,A2,A1,A1,A1,84.45,A1
A3906,A0,A0,56.0,A0,A1,A2,A1,A2,A0,99.75,
A3907,A0,A0,34.0,A0,A1,A2,A2,A2,A1,100.05,A1
A3908,A1,A0,1.0,A0,A0,A2,A2,A1,A2,70.45,A1
A3909,A0,A1,11.0,A0,A0,A0,A0,A0,A2,20.4,A0
A3910,A0,A0,20.0,A0,A0,A0,A0,A0,A3,19.25,
A3911,A0,A1,6.0,A1,A2,A1,A2,A1,A3,29.45,A0
A3912,A0,A0,72.0,A0,A1,A2,A1,A2,A1,99.15,A0
A3913,A0,A1,57.0,A1,A2,A1,A2,A2,A0,53.35,A0
A3914,A0,A0,54.0,A0,A1,A0,A0,A0,A3,24.05,A0
A3915,A0,A1,66.0,A0,A1,A1,A1,A1,A3,65.7,A0
A3916,A0,A1,1.0,A0,A0,A2,A2,A1,A1,70.5,A1
A3917,A0,A0,60.0,A0,A1,A2,A1,A2,A1,106.15,A0
A3918,A0,A1,27.0,A0,A0,A0,A0,A0,A2,20.6,A0
A3919,A0,A0,28.0,A0,A0,A2,A2,A2,A3,90.1,A1
A3920,A0,A1,65.0,A0,A1,A2,A1,A2,A0,105.1,A0
A3921,A0,A0,48.0,A1,A2,A1,A1,A1,A2,39.4,A0
A3922,A0,A1,1.0,A0,A1,A1,A2,A1,A2,50.1,
A3923,A0,A0,5.0,A0,A1,A2,A1,A1,A1,78.75,A1
A3924,A1,A1,7.0,A1,A2,A1,A1,A2,A1,44.4,A0
A3925,A0,A0,42.0,A0,A1,A2,A2,A2,A1,94.2,A1
A3926,A0,A1,60.0,A1,A2,A1,A2,A2,A1,44.45,A0
A3927,A1,A0,26.0,A0,A1,A2,A2,A2,A3,98.1,A0
A3928,A0,A1,1.0,A0,A0,A1,A2,A1,A2,50.75,
A3929,A0,A0,71.0,A0,A1,A1,A2,A2,A1,83.2,A0
A3930,A0,A1,20.0,A0,A0,A0,A0,A0,A1,19.4,A1
A3931,A0,A1,2.0,A0,A1,A2,A2,A1,A1,76.5,A1
A3932,A0,A0,39.0,A0,A1,A2,A2,A2,A0,99.95,A0
A3933,A0,A0,72.0,A0,A0,A1,A2,A2,A1,80.8,A0
A3934,A0,A0,46.0,A0,A0,A2,A2,A2,A3,90.95,
A3935,A0,A0,8.0,A0,A0,A0,A0,A0,A0,19.6,A0
A3936,A1,A1,3.0,A0,A1,A2,A2,A1,A1,91.05,A1
A3937,A0,A1,21.0,A0,A1,A2,A2,A2,A1,97.35,A1
A3938,A1,A0,5.0,A0,A1,A2,A2,A1,A3,79.9,A1
A3939,A0,A0,3.0,A1,A2,A1,A2,A1,A0,29.7,A1
A3940,A0,A0,9.0,A1,A2,A1,A2,A2,A1,48.75,A1
A3941,A0,A1,1.0,A0,A0,A0,A0,A0,A2,19.1,A0
A3942,A0,A0,55.0,A0,A0,A0,A0,A0,A0,19.15,A0
A3943,A0,A1,51.0,A0,A0,A2,A2,A2,A0,87.55,A0
